Brand,Model,Price,RAM,Memory,Screen_size,Status,Warranty,Graphic_card,Processor Type,Alpha
Apple,Macbook Air,6999000.0,4,320,14,5,5,5,Intel Core i5,125
Dell,Studio,5750000.0,8,64,16,5,5,5,Intel Core i7,125
Acer,Predator,14200000.0,8,1024,16,5,5,5,Intel Core i5,125
Dell,Vostro,12900000.0,8,250,16,5,5,5,Intel Core i7,125
Dell,Precision,18500000.0,6,128,16,5,5,2,Intel Core i7,50
Asus,VivoBook S Series,7000000.0,4,128,14,5,5,2,Intel Core i3,50
Asus,Dòng Khác,18500000.0,8,2048,16,10,5,5,Ryzen 5,250
Lenovo,IdeaPad,14500000.0,8,512,14,10,5,2,Intel Core i3,100
Hãng Khác,Dòng Khác,14500000.0,8,256,12,5,5,2,Intel Core i5,50
Dell,Inspiron,13500000.0,4,1024,16,10,5,5,Intel Core i5,250
Dell,Precision Mobile Workstations,15000000.0,16,750,18,5,5,5,Intel Core i7,125
Asus,ASUSPRO,5500000.0,4,500,14,5,5,2,Intel Core i5,50
Dell,Latitude,8700000.0,8,256,12,5,5,2,Intel Core i5,50
HP,ZBook,13500000.0,8,256,12,5,5,2,Intel Core i5,50
Acer,Aspire,6300000.0,4,128,16,5,5,5,Intel Core i5,125
Dell,Inspiron,6500000.0,4,500,16,5,5,2,Intel Core i5,50
HP,ProBook,5200000.0,16,128,16,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,6200000.0,8,256,16,5,5,5,Intel Core i5,125
Lenovo,ThinkPad,5500000.0,8,250,14,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,5700000.0,8,256,16,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,6500000.0,4,128,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,5500000.0,4,128,14,10,5,2,Intel Core i5,100
Dell,Inspiron,7900000.0,4,500,16,5,5,2,Intel Core i5,50
Asus,G series,11000000.0,8,250,16,5,5,2,Intel Core i7,50
Dell,Latitude,5400000.0,8,256,16,5,5,2,Intel Core i5,50
Apple,Macbook Air,14500000.0,8,128,14,5,5,2,Intel Core i5,50
Asus,Dòng Khác,10000000.0,8,128,14,10,5,2,Intel Core i5,100
Apple,Macbook Air,10000000.0,16,64,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,17500000.0,16,256,16,5,5,5,Intel Core i7,125
Asus,VivoBook S Series,17000000.0,8,512,16,5,5,5,Intel Core i5,125
Asus,A series,11000000.0,4,500,14,10,5,2,Intel Core i3,100
MSI,GF Series,14500000.0,8,1024,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro Touch Bar,28500000.0,16,256,16,5,5,5,Intel Core i7,125
Dell,Inspiron,9500000.0,4,128,14,5,5,2,Intel Core i3,50
Dell,Latitude,15900000.0,16,256,14,5,5,2,Intel Core i7,50
MSI,GL Series,16800000.0,16,128,16,5,5,5,Intel Core i7,125
Dell,XPS,22500000.0,8,256,16,10,5,5,Intel Core i7,250
Asus,K series,5500000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,7550000.0,8,256,12,10,5,2,Intel Core i7,100
Hãng Khác,Dòng Khác,13900000.0,8,128,12,10,5,2,Intel Core i5,100
Dell,Latitude,5500000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Inspiron,5500000.0,8,128,16,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,6500000.0,8,128,16,5,5,2,Intel Core i5,50
Dell,Latitude,8500000.0,4,128,14,5,5,5,Intel Core i5,125
HP,ProBook,9300000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,19800000.0,8,256,14,10,5,2,Intel Core i7,100
Asus,ROG Strix Scar,12900000.0,16,640,18,5,5,5,Intel Core i7,125
Dell,Latitude,5500000.0,8,128,12,5,5,2,Intel Core i7,50
Dell,XPS,15900000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,5400000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,7000000.0,8,2048,14,5,5,2,Intel Core i5,50
HP,Notebook,5500000.0,4,500,16,5,5,2,Intel Core i3,50
Dell,Latitude,5700000.0,4,64,16,5,5,2,Intel Core i5,50
Apple,Macbook Pro Touch Bar,31100000.0,16,512,16,5,5,5,Intel Core i7,125
Dell,Dòng Khác,15000000.0,16,250,16,5,5,5,Intel Core i7,125
HP,Dòng Khác,9800000.0,4,128,14,5,5,2,Intel Core i7,50
Asus,Dòng Khác,12700000.0,4,128,14,5,5,2,Intel Core i7,50
Dell,Precision,21500000.0,16,256,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,24000000.0,16,1024,14,5,5,2,Intel Core i7,50
Asus,Dòng Khác,18000000.0,8,256,16,5,5,5,Intel Core i5,125
HP,ZBook,16300000.0,16,256,16,5,5,5,Intel Core i7,125
Dell,Vostro,10490000.0,8,1024,14,5,5,2,Intel Core i5,50
HP,Pavilion,15200000.0,8,256,14,10,5,2,Intel Core i5,100
HP,Elitebook,8000000.0,8,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro Touch Bar,20800000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Precision Mobile Workstations,10600000.0,8,256,16,5,5,5,Intel Core i7,125
Sony,Dòng Khác,6200000.0,4,500,14,5,5,2,Intel Core i5,50
HP,Elitebook,8200000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Inspiron,6000000.0,8,256,12,5,5,2,Intel Core i7,50
Acer,Aspire,5900000.0,4,128,14,5,5,2,Intel Core i7,50
Apple,Macbook Air,8000000.0,4,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro,29900000.0,64,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,11000000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Inspiron,7500000.0,4,64,14,5,5,5,Intel Core i5,125
Toshiba,Portege,5100000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,10500000.0,4,128,12,5,5,2,Intel Core i5,50
HP,OMEN,28000000.0,16,512,14,5,5,5,AMD,125
HP,Notebook,8890000.0,8,1024,16,10,5,5,Intel Core i7,250
HP,Pavilion,10800000.0,8,128,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro Touch Bar,30500000.0,16,512,14,5,5,2,Intel Core i5,50
Asus,VivoBook S Series,10900000.0,8,256,16,5,5,5,Intel Core i5,125
Apple,Macbook Air,7990000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,10200000.0,4,128,14,5,5,5,Intel Core i5,125
Apple,Macbook Air,15700000.0,8,128,14,10,1,2,Intel Core i5,20
Panasonic,CF,7500000.0,8,128,14,5,1,2,Intel Core i5,10
Dell,Latitude,6300000.0,4,128,16,5,1,2,Intel Core i5,10
Dell,Latitude,8000000.0,8,256,14,5,1,2,Intel Core i5,10
Dell,Latitude,7900000.0,8,256,14,5,1,2,Intel Core i5,10
HP,Envy,15000000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Vostro,8200000.0,4,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,8700000.0,8,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,15500000.0,8,128,14,10,5,5,Intel Core i3,250
Dell,Vostro,12500000.0,8,256,14,5,5,5,Intel Core i5,125
Dell,Latitude,5500000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Precision,13800000.0,8,256,16,5,5,5,Intel Core i7,125
Apple,Macbook Air,17800000.0,8,256,14,5,5,2,Intel Core i7,50
Acer,Swift,9000000.0,4,250,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,8500000.0,4,128,14,5,5,5,Intel Core i5,125
Asus,FX Series/ZX Series,12500000.0,8,256,14,5,5,5,Ryzen 5,125
Lenovo,IdeaPad,5000000.0,2,320,12,5,5,2,Intel Core i3,50
Hãng Khác,Dòng Khác,17550000.0,4,320,14,5,5,2,Intel Core i5,50
Dell,Inspiron,9500000.0,8,128,16,5,5,5,Intel Core i5,125
Acer,Aspire,6000000.0,4,250,14,5,5,2,Intel Core i3,50
Dell,Inspiron,11699000.0,4,128,14,5,5,5,Intel Core i5,125
Dell,Inspiron,11000000.0,8,256,14,5,5,2,Intel Core i7,50
Apple,Macbook Pro,29000000.0,8,256,14,5,5,2,Intel Core i5,50
HP,Dòng Khác,8000000.0,6,128,14,5,5,5,Intel Core i5,125
Acer,Aspire,6700000.0,4,500,16,5,5,5,Intel Core i5,125
Dell,Latitude,5800000.0,4,64,14,5,5,2,Intel Core i5,50
Dell,Inspiron,5600000.0,4,128,16,5,5,5,Intel Core i5,125
Asus,X series,7500000.0,16,1024,14,5,5,5,Intel Core i7,125
HP,Compaq,6000000.0,4,320,14,5,5,2,Intel Core 2 Duo,50
Dell,Precision Mobile Workstations,22000000.0,16,128,16,10,5,5,Intel Core i7,250
Dell,Inspiron,20000000.0,16,128,16,5,5,5,Intel Core i7,125
Asus,VivoBook S Series,9200000.0,4,1024,16,10,5,2,Intel Core i5,100
Dell,Vostro,11500000.0,8,128,14,1,5,5,Intel Core i5,25
Dell,Latitude,8700000.0,8,256,12,5,5,2,Intel Core i7,50
Apple,Macbook Air,25000000.0,8,128,12,5,5,2,Intel Core i7,50
Dell,Latitude,6000000.0,8,480,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,8000000.0,8,256,16,1,5,5,Intel Core 2 Duo,25
Hãng Khác,Dòng Khác,6500000.0,4,128,14,5,5,2,Intel Core i5,50
HP,Dòng Khác,8500000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro Touch Bar,21500000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Precision,7500000.0,8,256,16,1,5,5,Intel Core i7,25
Lenovo,ThinkPad,17000000.0,16,512,16,5,5,5,Intel Core i7,125
Asus,K series,12500000.0,8,1024,16,5,5,5,Intel Core i5,125
Acer,Aspire,6500000.0,4,500,16,5,5,5,Intel Core i5,125
Lenovo,IdeaPad,7000000.0,8,480,14,5,5,2,Intel Core i5,50
Acer,Aspire,7000000.0,4,1024,16,5,5,2,Intel Core i5,50
HP,ProBook,5500000.0,4,500,16,5,5,2,Intel Core i3,50
Asus,FX Series/ZX Series,11500000.0,4,250,16,5,5,5,AMD,125
Lenovo,ThinkPad,5500000.0,8,256,16,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,5500000.0,8,256,16,5,5,2,Intel Core i5,50
HP,ZBook,9300000.0,8,480,14,5,5,5,Intel Core i7,125
HP,Pavilion,6900000.0,4,128,14,5,5,2,Intel Core i3,50
Acer,Aspire,5500000.0,2,500,14,5,5,2,Intel Core i3,50
Apple,Macbook Pro Touch Bar,30800000.0,16,256,16,5,5,5,Intel Core i7,125
Acer,Aspire,5700000.0,4,128,16,5,5,5,Intel Core i5,125
Lenovo,ThinkPad,29000000.0,16,512,14,10,5,2,Intel Core i5,100
Asus,VivoBook S Series,9500000.0,8,250,14,5,5,2,Intel Core i5,50
Dell,Vostro,9500000.0,8,500,16,5,5,5,Intel Core i5,125
Asus,ROG Strix Scar,32000000.0,16,512,16,5,5,5,Intel Core i7,125
Dell,Latitude,5800000.0,8,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,10300000.0,4,128,12,5,5,2,Intel Core i5,50
Acer,Swift,9500000.0,8,256,16,5,5,2,Intel Core i5,50
Dell,Latitude,6400000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,12500000.0,8,256,16,5,5,2,Intel Core i7,50
HP,Pavilion,6500000.0,4,128,12,5,5,2,Intel Core i3,50
Dell,Inspiron,6900000.0,8,250,16,5,5,5,Intel Core i5,125
Lenovo,ThinkPad,24700000.0,16,512,14,5,5,2,Intel Core i7,50
Hãng Khác,Dòng Khác,5999000.0,4,128,16,5,5,2,Intel Core i3,50
Lenovo,Legion Y Series,13950000.0,8,512,16,5,5,5,Intel Core i5,125
HP,ProBook,15000000.0,8,512,16,10,5,2,Intel Core i7,100
Acer,Nitro 5,13800000.0,16,256,16,5,5,5,AMD,125
Apple,Macbook Pro Touch Bar,18000000.0,8,128,14,5,5,2,Intel Core i5,50
HP,Dòng Khác,6500000.0,4,512,14,5,5,2,Intel Core i3,50
HP,ZBook,15500000.0,16,256,16,5,5,5,Intel Core i7,125
Dell,XPS,24000000.0,16,512,14,5,5,2,Intel Core i7,50
Asus,G series,18000000.0,16,64,18,5,5,5,Intel Core i7,125
Asus,VivoBook S Series,11000000.0,8,1024,18,10,5,5,Intel Core i5,250
HP,Elitebook,14800000.0,8,256,16,5,5,5,Intel Core i7,125
Dell,XPS,15000000.0,8,256,14,5,5,2,Intel Core i7,50
Acer,Swift,14800000.0,8,256,14,5,5,2,Intel Core i7,50
HP,Pavilion,8000000.0,4,500,16,5,5,2,Intel Core i5,50
HP,Dòng Khác,10000000.0,4,500,16,5,5,2,Intel Core i5,50
Dell,Inspiron,19500000.0,16,128,16,5,5,5,Intel Core i7,125
Acer,Aspire,7200000.0,4,128,16,5,5,2,Intel Core i3,50
Apple,Macbook Air,11500000.0,4,128,14,5,5,2,Intel Core i3,50
Acer,Nitro 5,12999000.0,8,512,16,5,5,2,Intel Core i5,50
Dell,Precision,42900000.0,32,512,16,5,5,5,Intel Core i9,125
HP,Elitebook,5700000.0,4,128,14,5,5,5,AMD,125
Apple,Macbook,19000000.0,8,512,12,5,5,2,Intel Core i5,50
Dell,Inspiron,5000000.0,4,128,16,5,5,5,Intel Core i7,125
HP,Spectre,27999000.0,16,512,16,5,5,5,Intel Core i7,125
HP,ProBook,6000000.0,4,256,16,5,5,2,Intel Core i5,50
Apple,Macbook Air,9200000.0,4,128,14,5,5,2,Intel Core i5,50
Asus,S series,8300000.0,4,128,16,5,5,2,Intel Core i3,50
Dell,Latitude,5700000.0,4,128,16,5,5,2,Intel Core i5,50
Asus,ROG Strix Scar,42000000.0,16,1024,16,10,5,5,Intel Core i7,250
Asus,ROG Strix Scar,18000000.0,16,1024,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,5200000.0,8,128,12,5,5,2,Intel Core i5,50
Dell,Latitude,6500000.0,16,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,8000000.0,8,128,16,5,5,5,Intel Core i5,125
Asus,G series,23490000.0,8,512,16,5,5,5,Intel Core i7,125
Asus,G series,6500000.0,8,512,16,5,5,5,Intel Core i7,125
HP,Elitebook,7200000.0,8,256,12,5,5,2,Intel Core i5,50
HP,Notebook,35003000.0,6,128,14,5,5,2,Intel Core i3,50
Apple,Macbook Air,20990000.0,8,256,14,10,5,2,Intel Core i3,100
HP,Dòng Khác,9200000.0,4,1024,16,5,5,2,Intel Core i5,50
Apple,Macbook Air,13000000.0,4,1024,16,5,5,2,Intel Core i5,50
Apple,Macbook Pro,11900000.0,16,256,16,5,5,2,Intel Core i7,50
Asus,Dòng Khác,19990000.0,32,1024,16,5,5,5,Ryzen 7,125
Acer,Swift,10900000.0,8,256,16,5,5,2,Intel Core i5,50
Asus,K series,7200000.0,8,1024,18,5,5,5,Intel Core i5,125
Acer,Aspire,11500000.0,16,250,16,5,5,5,Intel Core i7,125
Dell,Latitude,6500000.0,4,256,16,5,5,2,Intel Core i5,50
Dell,Latitude,10500000.0,8,250,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,11700000.0,8,256,16,5,5,5,AMD,125
HP,Elitebook,9600000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,16500000.0,16,256,14,10,5,2,Intel Core i7,100
HP,ProBook,6000000.0,8,256,14,5,5,2,Intel Core i7,50
Asus,ROG Strix Scar,17500000.0,8,512,16,5,5,5,Intel Core i7,125
HP,Envy,13900000.0,8,256,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro,6200000.0,4,500,14,5,5,2,Intel Core i5,50
Dell,Inspiron,7400000.0,4,500,16,5,5,2,Intel Core i5,50
HP,Spectre,19500000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Inspiron,5800000.0,4,1024,16,5,5,2,Intel Core i3,50
Dell,Precision,15000000.0,8,256,16,5,5,5,Intel Core i7,125
Dell,Latitude,6200000.0,8,256,14,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,6000000.0,4,64,16,5,5,5,Intel Core i5,125
Dell,Latitude,6500000.0,4,128,14,5,5,2,Intel Core i5,50
Asus,Dòng Khác,5500000.0,4,128,14,5,5,2,AMD,50
Hãng Khác,Dòng Khác,16500000.0,16,512,12,5,5,2,Intel Core i7,50
Hãng Khác,Dòng Khác,6000000.0,16,512,12,5,5,2,Intel Core i7,50
Dell,Precision,26500000.0,32,256,16,5,5,5,Intel Core i7,125
Dell,Vostro,21000000.0,16,1024,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,13300000.0,8,256,14,5,5,2,Intel Core i7,50
HP,ProBook,5200000.0,4,500,16,5,5,2,Intel Core i5,50
Dell,Latitude,6000000.0,8,64,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,9500000.0,8,256,16,5,5,2,Intel Core i7,50
Dell,Latitude,9900000.0,16,256,14,5,5,5,Intel Core i7,125
Dell,Precision,21500000.0,16,256,16,5,5,5,Intel Core i7,125
Lenovo,ThinkPad,5900000.0,4,250,14,1,5,5,Intel Core i5,25
Asus,FX Series/ZX Series,16500000.0,8,2048,16,5,5,5,Intel Core i7,125
Sony,S Series,8700000.0,8,250,14,5,5,2,Intel Core i7,50
Dell,Inspiron,8500000.0,4,128,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro,28000000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,XPS,17000000.0,8,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,17500000.0,8,256,14,5,5,2,Intel Core i5,50
HP,ProBook,6000000.0,4,250,16,5,5,2,Intel Core i5,50
Apple,Macbook Pro,25700000.0,4,250,16,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,15600000.0,16,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,5800000.0,8,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Pro Touch Bar,69500000.0,32,512,16,10,5,5,Intel Core i9,250
HP,Notebook,5700000.0,4,500,14,5,5,2,Intel Core i3,50
Asus,K series,6500000.0,6,700,16,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,10999000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Latitude,5900000.0,4,64,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,8500000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,11500000.0,8,128,12,5,5,2,Intel Core i5,50
Lenovo,IdeaPad,6500000.0,4,128,16,5,5,5,Intel Core i5,125
MSI,Dòng Khác,15000000.0,4,128,16,10,5,5,Intel Core i5,250
Dell,Precision,16190000.0,8,256,16,5,5,5,Intel Core i7,125
Hãng Khác,Dòng Khác,19500000.0,8,128,12,5,5,2,Intel Core i5,50
HP,ProBook,6500000.0,4,128,12,5,5,2,Intel Core i5,50
Dell,Latitude,5500000.0,4,128,12,5,5,2,Intel Core i5,50
HP,Pavilion,14000000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,5000000.0,4,64,16,5,5,2,Intel Core i5,50
HP,ProBook,5000000.0,8,128,16,5,5,5,Intel Core i5,125
Dell,Inspiron,16500000.0,8,128,16,5,5,5,Intel Core i7,125
Dell,Inspiron,11000000.0,16,256,16,5,5,5,Intel Core i7,125
HP,Elitebook,5850000.0,4,320,12,5,1,2,Intel Core i5,10
Apple,Macbook Air,11000000.0,4,128,14,5,1,2,Intel Core i5,10
Asus,A series,6500000.0,4,128,16,5,1,5,Intel Core i7,25
Asus,Dòng Khác,9500000.0,16,128,16,5,1,2,Khác,10
Asus,G series,8400000.0,8,250,16,5,5,5,Intel Core i5,125
MSI,GF Series,16800000.0,8,512,16,10,5,5,Intel Core i5,250
Dell,Latitude,11600000.0,8,256,16,5,5,2,Intel Core i7,50
Asus,X series,5500000.0,4,256,14,5,5,2,Intel Core i3,50
Dell,Precision Mobile Workstations,38900000.0,32,1024,16,10,5,5,Intel Xeon,250
Dell,Latitude,5000000.0,4,128,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,30000000.0,16,512,14,10,5,2,Intel Core i5,100
Hãng Khác,Dòng Khác,20999000.0,16,512,12,5,5,5,Intel Core i5,125
Apple,Macbook Air,18000000.0,8,128,14,5,1,2,Intel Core i5,10
Dell,XPS,6500000.0,4,128,14,5,5,2,Intel Core i5,50
MSI,GE Series,24500000.0,16,1024,16,5,5,5,Intel Core i7,125
Hãng Khác,Dòng Khác,5000000.0,4,128,16,5,5,2,Intel Core i5,50
Apple,Macbook Air,14000000.0,8,128,14,1,5,2,Intel Core i5,10
HP,ProBook,7000000.0,4,500,14,5,5,2,Intel Core i5,50
Sony,S Series,12000000.0,4,128,14,10,5,5,Intel Core i5,250
Hãng Khác,Dòng Khác,12900000.0,8,256,12,5,5,2,Intel Core i7,50
Lenovo,ThinkPad,11500000.0,8,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,16200000.0,8,128,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,17000000.0,4,128,12,5,5,2,Intel Core i3,50
Lenovo,ThinkPad,123456000.0,4,128,12,5,5,2,Intel Core i3,50
Asus,VivoBook S Series,11500000.0,8,1024,16,5,5,2,Intel Core i5,50
Asus,Dòng Khác,11000000.0,8,256,16,5,5,5,AMD,125
HP,Envy,5100000.0,4,128,14,10,5,2,Intel Core i3,100
Apple,Macbook Pro,6500000.0,8,250,16,5,5,2,Intel Core i7,50
Lenovo,Yoga,5600000.0,4,500,14,5,5,2,Intel Core i3,50
Apple,Macbook Pro Touch Bar,32900000.0,8,512,14,5,5,2,Intel Core i5,50
Dell,Inspiron,6800000.0,8,256,16,5,5,5,Intel Core i5,125
HP,ProBook,6300000.0,8,128,16,5,5,2,Intel Core i5,50
Dell,Precision,17968000.0,16,512,16,5,5,2,Intel Core i7,50
Dell,Latitude,5800000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,11000000.0,8,256,12,10,5,2,Intel Core i5,100
Lenovo,ThinkPad,19900000.0,16,256,14,10,5,2,Intel Core i7,100
Dell,Latitude,5500000.0,4,128,14,5,5,2,Intel Core i5,50
Asus,G series,14000000.0,16,1024,16,1,5,5,Intel Core i7,25
Dell,Latitude,5500000.0,4,128,12,5,5,2,Intel Core i5,50
Asus,K series,7000000.0,8,250,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro Touch Bar,36500000.0,16,1024,14,5,5,2,Intel Core i7,50
Hãng Khác,Dòng Khác,21500000.0,16,512,14,5,5,5,Intel Core i5,125
Dell,Latitude,6200000.0,8,128,16,10,5,2,Intel Core i5,100
Asus,Dòng Khác,15500000.0,4,500,12,1,5,2,Intel Core i5,10
Dell,Inspiron,12009000.0,16,2048,16,5,5,5,Intel Core i5,125
Asus,X series,6700000.0,8,2048,16,5,5,5,Intel Core i5,125
Hãng Khác,Dòng Khác,6000000.0,4,128,14,5,5,2,Intel Core i3,50
Dell,Inspiron,13800000.0,4,1024,16,10,5,5,Intel Core i5,250
Asus,B series,5500000.0,4,1024,16,10,5,2,Intel Core i3,100
Dell,Latitude,7900000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Latitude,7000000.0,4,128,12,5,5,2,Intel Core i7,50
Acer,Nitro 5,23500000.0,16,512,16,5,5,5,Intel Core i5,125
Asus,Zenbook Series,18900000.0,8,512,14,5,5,2,Intel Core i5,50
Dell,Vostro,7200000.0,8,250,14,5,5,5,Intel Core i7,125
Lenovo,Legion Y Series,11500000.0,8,128,16,5,5,5,Intel Core i5,125
Dell,XPS,25000000.0,16,512,14,5,5,2,Intel Core i7,50
Lenovo,ThinkPad,11000000.0,8,128,14,1,5,2,Intel Core i7,10
HP,Elitebook,13600000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,6900000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,8500000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Inspiron,8690000.0,8,256,14,5,5,5,Intel Core i5,125
HP,Elitebook,6500000.0,4,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,13500000.0,8,500,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro Touch Bar,32500000.0,16,256,16,5,5,2,Intel Core i7,50
Dell,Latitude,7400000.0,8,256,14,10,5,2,Intel Core i5,100
Dell,Inspiron,7900000.0,8,128,14,5,5,5,Intel Core i7,125
Apple,Macbook Pro,6500000.0,4,320,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,17000000.0,8,128,14,5,5,2,Intel Core i5,50
Lenovo,ThinkPad,21500000.0,8,256,14,10,5,2,Intel Core i5,100
LG,Gram,20000000.0,16,256,14,5,5,2,Intel Core i5,50
Dell,Precision Mobile Workstations,14500000.0,8,256,16,5,5,5,Intel Core i7,125
HP,Pavilion,10500000.0,8,2048,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,14000000.0,8,2048,14,10,5,5,Intel Core i5,250
Acer,Aspire,6200000.0,4,500,16,5,5,5,Intel Core i5,125
HP,Envy,9500000.0,8,128,14,10,5,2,Intel Core i5,100
Razer,Dòng Khác,26500000.0,16,512,16,5,5,5,Intel Core i7,125
Apple,Macbook Pro,7000000.0,4,128,14,5,5,2,Intel Core i5,50
HP,ProBook,6500000.0,4,700,14,5,5,5,Intel Core i5,125
Dell,Latitude,5900000.0,4,128,12,5,5,2,Intel Core i5,50
HP,Dòng Khác,6000000.0,8,1024,16,5,5,2,AMD,50
Lenovo,IdeaPad,5500000.0,4,500,14,5,5,2,Intel Celeron,50
HP,Elitebook,6200000.0,8,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Pro,10500000.0,8,256,14,5,5,2,Intel Core i5,50
Hãng Khác,Dòng Khác,6900000.0,4,128,14,5,5,2,Intel Core i5,50
Dell,Alienware,28500000.0,16,2048,18,5,5,5,Intel Core i7,125
Dell,Inspiron,13500000.0,8,128,16,5,5,5,Intel Core i5,125
Apple,Macbook Pro,12000000.0,8,256,16,5,5,5,Intel Core i7,125
Asus,A series,5900000.0,8,64,14,5,5,2,Intel Core i5,50
Asus,A series,6500000.0,4,128,16,5,5,5,Intel Core 2 Duo,125
Dell,Inspiron,18300000.0,8,128,16,5,5,5,Intel Core i7,125
Dell,Inspiron,5800000.0,4,128,14,5,5,5,Intel Core i7,125
Dell,XPS,16900000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Precision,9999000.0,8,256,16,5,5,5,Intel Core i7,125
Dell,Latitude,9000000.0,8,256,14,5,5,2,Intel Core i5,50
Apple,Macbook Air,8900000.0,4,128,14,5,5,5,Intel Core i5,125
Apple,Macbook Air,6500000.0,4,128,14,5,5,5,Intel Core i5,125
HP,Pavilion,16000000.0,8,512,16,5,5,5,Intel Core i7,125
Dell,Precision Mobile Workstations,20800000.0,16,512,16,5,5,5,Intel Xeon,125
Apple,Macbook Air,14500000.0,8,128,14,5,5,2,Intel Core i5,50
Dell,Latitude,5500000.0,4,128,12,5,5,2,Intel Core i5,50
Apple,Macbook Air,13500000.0,8,256,14,5,1,2,Intel Core i5,10
Asus,X series,8000000.0,4,256,14,5,5,2,Intel Core i3,50
Apple,Macbook Air,15900000.0,8,256,14,5,5,2,Intel Core i7,50
Dell,Inspiron,6600000.0,4,1024,16,5,5,2,Intel Core i5,50
Dell,Latitude,9500000.0,8,256,14,5,5,2,Intel Core i7,50
Apple,Macbook Air,20000000.0,4,128,14,10,5,5,Intel Core i5,250
Apple,Macbook Air,6500000.0,4,128,14,5,5,5,Intel Core i5,125
Apple,Macbook Pro Touch Bar,16500000.0,8,256,14,5,5,2,Intel Core i5,50
Dell,Latitude,9900000.0,16,128,12,5,5,2,Intel Core i5,50
Dell,Vostro,12500000.0,8,1024,16,10,5,5,Intel Core i7,250
